THRUST
; AeroTech H70W
; converted from TMT test stand data 1997 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 224g, propellant weight: 116g
0.00	0.00
0.02	84.93
0.07	137.61
0.12	134.31
0.17	131.83
0.22	127.39
0.27	127.79
0.32	126.02
0.37	126.61
0.42	127.45
0.47	128.23
0.52	126.97
0.57	126.36
0.62	125.37
0.67	125.70
0.72	125.43
0.77	124.25
0.82	123.97
0.87	120.45
0.92	120.34
0.97	118.79
1.02	117.63
1.07	115.01
1.12	113.34
1.17	109.71
1.22	106.66
1.27	104.31
1.32	101.47
1.37	99.28
1.42	96.17
1.47	92.33
1.52	87.89
1.57	84.07
1.62	79.24
1.67	72.71
1.72	67.97
1.77	61.10
1.82	54.77
1.87	48.73
1.92	43.19
1.97	38.93
2.02	33.92
2.07	30.14
2.12	26.89
2.17	24.28
2.22	21.24
2.27	19.01
2.32	17.55
2.37	15.21
2.42	13.60
2.47	11.84
2.52	10.72
2.57	9.42
2.62	7.82
2.67	7.02
2.72	5.82
2.77	4.80
2.82	3.91
-1.00
