THRUST
; AeroTech K1050W
; converted from TMT test stand data 1998 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 2128g, propellant weight: 1347g
0.00	0.00
0.02	1237.48
0.07	1373.82
0.12	1283.62
0.17	1257.15
0.22	1284.91
0.27	1292.94
0.32	1323.22
0.37	1330.90
0.42	1336.75
0.47	1354.69
0.52	1364.25
0.57	1355.33
0.62	1358.21
0.67	1370.70
0.72	1361.53
0.77	1369.46
0.82	1375.65
0.87	1378.73
0.92	1386.85
0.97	1372.18
1.02	1362.72
1.07	1330.45
1.12	1301.51
1.17	1271.97
1.22	1240.65
1.27	1223.55
1.32	1193.17
1.37	1179.79
1.42	1168.14
1.47	1144.90
1.52	1125.87
1.57	1114.22
1.62	1101.43
1.67	1095.98
1.72	1090.04
1.77	1050.34
1.82	967.03
1.87	812.74
1.92	684.43
1.97	608.95
2.02	501.85
2.07	385.43
2.12	320.36
2.17	284.13
2.22	204.78
2.27	105.22
2.32	59.97
2.37	44.41
2.42	44.95
2.47	41.88
-1.00
