THRUST
; AeroTech I132W
; converted from TMT test stand data 1998 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 512g, propellant weight: 366g
0.00	0.00
0.02	269.39
0.07	190.71
0.12	179.41
0.17	177.87
0.22	179.06
0.27	172.97
0.32	171.85
0.37	169.10
0.42	167.42
0.47	168.70
0.52	169.10
0.57	171.43
0.62	169.16
0.67	172.92
0.72	171.63
0.77	172.77
0.82	170.59
0.87	173.91
0.92	173.45
0.97	174.06
1.02	174.26
1.07	173.96
1.12	173.71
1.17	173.81
1.21	174.59
1.26	174.01
1.31	175.39
1.36	175.10
1.41	174.75
1.46	175.99
1.51	173.51
1.56	173.51
1.61	174.85
1.66	175.20
1.71	173.41
1.76	174.26
1.81	172.88
1.86	173.12
1.91	172.37
1.96	171.03
2.01	169.55
2.06	169.65
2.11	167.87
2.16	165.73
2.21	165.48
2.26	163.35
2.31	162.91
2.36	159.83
2.41	158.20
2.46	156.75
2.51	154.13
2.56	152.50
2.61	151.56
2.66	148.48
2.71	144.82
2.75	142.22
2.80	138.52
2.85	139.51
2.90	131.68
2.95	128.21
3.00	125.09
3.05	121.43
3.10	118.20
3.15	112.60
3.20	108.74
3.25	103.73
3.30	98.87
3.35	95.47
3.40	89.85
3.45	85.74
3.50	81.23
3.55	76.67
3.60	71.86
3.65	66.56
3.70	63.34
3.75	58.13
3.80	55.16
3.85	50.85
3.90	47.73
3.95	45.25
3.99	40.79
4.04	39.45
4.09	36.23
4.14	33.01
4.19	29.93
4.24	28.96
4.29	26.12
4.34	23.10
4.39	21.41
4.44	19.33
4.49	17.15
4.54	15.05
4.59	13.58
4.64	12.84
4.69	10.85
4.74	9.47
4.79	8.23
4.84	6.69
-1.00
