THRUST
; AeroTech H125W
; converted from TMT test stand data 1997 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 323g, propellant weight: 188g
0.00	0.00
0.02	267.94
0.07	286.06
0.12	255.61
0.17	237.88
0.22	225.31
0.27	216.21
0.32	207.42
0.37	201.11
0.42	193.92
0.47	190.09
0.52	186.74
0.57	184.03
0.62	181.27
0.67	178.70
0.71	174.61
0.76	172.82
0.81	169.35
0.86	165.86
0.91	162.91
0.96	159.96
1.01	156.05
1.06	151.56
1.11	146.80
1.16	142.39
1.21	136.10
1.26	133.63
1.31	127.70
1.36	122.86
1.41	118.26
1.46	113.98
1.51	109.82
1.56	103.72
1.61	98.49
1.65	92.74
1.70	85.65
1.75	78.45
1.80	72.62
1.85	66.42
1.90	60.39
1.95	53.97
2.00	47.45
2.05	42.55
2.10	38.37
2.15	34.36
2.20	31.31
2.25	28.56
2.30	25.57
2.35	23.07
2.39	21.08
2.44	18.98
2.49	16.41
2.54	15.24
2.59	13.20
2.64	11.45
2.69	10.14
-1.00
