THRUST
; AeroTech H55W
; converted from TMT test stand data 1998 (www.tripoli.org)
; provided by ThrustCurve.org (www.thrustcurve.org)
; total weight: 188g, propellant weight: 99g
0.00	0.00
0.02	79.37
0.07	104.18
0.12	99.98
0.17	97.29
0.22	96.10
0.27	95.75
0.32	95.66
0.37	96.30
0.42	96.71
0.47	97.57
0.52	96.56
0.57	97.07
0.62	96.66
0.67	95.65
0.72	96.27
0.77	94.51
0.82	94.76
0.87	93.31
0.92	91.82
0.97	90.16
1.02	88.51
1.07	88.17
1.12	87.08
1.17	86.02
1.22	84.59
1.27	83.00
1.32	80.88
1.37	79.46
1.42	76.07
1.47	73.65
1.52	69.96
1.57	64.29
1.62	54.46
1.67	46.05
1.72	38.44
1.77	33.06
1.82	29.68
1.87	26.75
1.92	23.55
1.97	20.66
2.02	19.00
2.07	17.25
2.12	15.65
2.17	14.13
2.22	12.73
2.27	11.49
2.32	10.46
2.37	9.01
2.42	7.72
2.47	6.97
2.52	5.89
2.57	4.89
2.62	4.25
2.67	3.64
-1.00
